position,source_column,dtype,non_null_count,missing_percentage,unique_count
288,"'(\'P7_c_b \', \'""""Point and Click"""" Analytics como Alteryx, Knime, Rapidminer etc.\')'",float64,849,67.90170132325142,2
289,"""('P7_c_c ', 'Product metricts & Insights como Mixpanel, Amplitude, Adobe Analytics.')""",float64,849,67.90170132325142,2
290,"""('P7_c_d ', 'Ferramentas de análise dentro de ferramentas de CRM como Salesforce Einstein Anaytics ou Zendesk dashboards.')""",float64,849,67.90170132325142,2
291,"""('P7_c_e ', 'Minha empresa não utiliza essas ferramentas.')""",float64,849,67.90170132325142,2
292,"""('P7_c_f ', 'Não sei informar.')""",float64,849,67.90170132325142,2
293,"""('P7_d ', 'Em qual das opções abaixo você gasta a maior parte do seu tempo de trabalho?')""",object,849,67.90170132325142,58
294,"""('P7_d_a ', 'Processando e analisando dados utilizando linguagens de programação como Python, R etc.')""",float64,849,67.90170132325142,2
295,"""('P7_d_b ', 'Realizando construções de dashboards em ferramentas de BI como PowerBI, Tableau, Looker, Qlik etc.')""",float64,849,67.90170132325142,2
296,"""('P7_d_c ', 'Utilizando API's para extrair dados e complementar minhas análises.')""",float64,849,67.90170132325142,2
297,"""('P7_d_d ', 'Realizando experimentos e estudos utilizando metodologias estatísticas como teste de hipótese, modelos de regressão etc.')""",float64,849,67.90170132325142,2
298,"""('P7_d_e ', 'Desenvolvendo/cuidando da manutenção de ETL's utilizando tecnologias como Talend, Pentaho, Airflow, Dataflow etc.')""",float64,849,67.90170132325142,2
299,"""('P7_d_f ', 'Atuando na modelagem dos dados, com o objetivo de criar conjuntos de dados, Data Warehouses, Data Marts etc.')""",float64,849,67.90170132325142,2
300,"""('P7_d_g ', 'Desenvolvendo/cuidando da manutenção de planilhas do Excel ou Google Sheets para atender as áreas de negócio.')""",float64,849,67.90170132325142,2
301,"""('P7_d_h ', 'Utilizando ferramentas avançadas de estatística como SAS, SPSS, Stata etc, para realizar análises.')""",float64,849,67.90170132325142,2
302,"""('P8_a ', 'Quais das opções abaixo fazem parte da sua rotina no trabalho atual com ciência de dados?')""",object,412,84.42344045368621,262
303,"""('P8_a_a ', 'Estudos Ad-hoc com o objetivo de confirmar hipóteses, realizar modelos preditivos, forecasts, análise de cluster para resolver problemas pontuais e responder perguntas das áreas de negócio.')""",float64,412,84.42344045368621,2
304,"""('P8_a_b ', 'Sou responsável pela coleta e limpeza dos dados que uso para análise e modelagem.')""",float64,412,84.42344045368621,2
305,"""('P8_a_c ', 'Sou responsável por entrar em contato com os times de negócio para definição do problema, identificar a solução e apresentação de resultados.')""",float64,412,84.42344045368621,2
306,"""('P8_a_d ', 'Desenvolvo modelos de Machine Learning com o objetivo de colocar em produção em sistemas (produtos de dados).')""",float64,412,84.42344045368621,2
307,"""('P8_a_e ', 'Sou responsável por colocar modelos em produção, criar os pipelines de dados, APIs de consumo e monitoramento.')""",float64,412,84.42344045368621,2
308,"""('P8_a_f ', 'Cuido da manutenção de modelos de Machine Learning já em produção, atuando no monitoramento, ajustes e refatoração quando necessário.')""",float64,412,84.42344045368621,2
309,"""('P8_a_g ', 'Realizo construções de dashboards em ferramentas de BI como PowerBI, Tableau, Looker, Qlik, etc')""",float64,412,84.42344045368621,2
310,"""('P8_a_h ', 'Utilizo ferramentas avançadas de estatística como SAS, SPSS, Stata etc, para realizar análises estatísticas e ajustar modelos.Crio e dou manutenção em ETLs, DAGs e automações de pipelines de dados.')""",float64,412,84.42344045368621,2
311,"""('P8_a_j ', 'Sou responsável por criar e manter a infra que meus modelos e soluções rodam (clusters, servidores, API, containers, etc.)')""",float64,412,84.42344045368621,2
312,"""('P8_b ', 'Quais as técnicas e métodos listados abaixo você costuma utilizar no trabalho?')""",object,412,84.42344045368621,275
313,"""('P8_b_a ', 'Utilizo modelos de regressão (linear, logística, GLM)')""",float64,412,84.42344045368621,2
314,"""('P8_b_b ', 'Utilizo redes neurais ou modelos baseados em árvore para criar modelos de classificação')""",float64,412,84.42344045368621,2
315,"""('P8_b_c ', 'Desenvolvo sistemas de recomendação (RecSys)')""",float64,412,84.42344045368621,2
316,"""('P8_b_d ', 'Utilizo métodos estatísticos Bayesianos para analisar dados')""",float64,412,84.42344045368621,2
317,"""('P8_b_e ', 'Utilizo técnicas de NLP (Natural Language Processing) para análisar dados não-estruturados')""",float64,412,84.42344045368621,2
318,"""('P8_b_f ', 'Utilizo métodos estatísticos clássicos (Testes de hipótese, análise multivariada, sobrevivência, dados longitudinais, inferência estatistica) para analisar dados')""",float64,412,84.42344045368621,2
319,"""('P8_b_g ', 'Utilizo cadeias de Markov ou HMM's para realizar análises de dados')""",float64,412,84.42344045368621,2
320,"""('P8_b_h ', 'Desenvolvo técnicas de Clusterização (K-means, Spectral, DBScan etc)')""",float64,412,84.42344045368621,2
321,"""('P8_b_i ', 'Realizo previsões através de modelos de Séries Temporais (Time Series)')""",float64,412,84.42344045368621,2
322,"""('P8_b_j ', 'Utilizo modelos de Reinforcement Learning (aprendizado por reforço)')""",float64,412,84.42344045368621,2
323,"""('P8_b_k ', 'Utilizo modelos de Machine Learning para detecção de fraude')""",float64,412,84.42344045368621,2
324,"""('P8_b_l ', 'Utilizo métodos de Visão Computacional')""",float64,412,84.42344045368621,2
325,"""('P8_b_m ', 'Utilizo modelos de Detecção de Churn')""",float64,412,84.42344045368621,2
326,"""('P8_c ', 'Quais dessas tecnologias fazem parte do seu dia a dia como cientista de dados?')""",object,412,84.42344045368621,234
327,"""('P8_c_a ', 'Ferramentas de BI (PowerBI, Looker, Tableau, Qlik etc)')""",float64,412,84.42344045368621,2
328,"""('P8_c_b ', 'Planilhas (Excel, Google Sheets etc)')""",float64,412,84.42344045368621,2
329,"""('P8_c_c ', 'Ambientes de desenvolvimento local (R-studio, JupyterLab, Anaconda)')""",float64,412,84.42344045368621,2
330,"""('P8_c_d ', 'Ambientes de desenvolvimento na nuvem (Google Colab, AWS Sagemaker, Kaggle Notebooks etc)')""",float64,412,84.42344045368621,2
331,"""('P8_c_e ', 'Ferramentas de AutoML (Datarobot, H2O, Auto-Keras etc)')""",float64,412,84.42344045368621,2
332,"""('P8_c_f ', 'Ferramentas de ETL (Apache Airflow, NiFi, Stitch, Fivetran, Pentaho etc)')""",float64,412,84.42344045368621,2
333,"""('P8_c_g ', 'Plataformas de Machine Learning (TensorFlow, Azure Machine Learning, Kubeflow etc)')""",float64,412,84.42344045368621,2
334,"""('P8_c_h ', 'Feature Store (Feast, Hopsworks, AWS Feature Store, Databricks Feature Store etc)')""",float64,412,84.42344045368621,2
335,"""('P8_c_i ', 'Sistemas de controle de versão (Github, DVC, Neptune, Gitlab etc)')""",float64,412,84.42344045368621,2
336,"""('P8_c_j ', 'Plataformas de Data Apps (Streamlit, Shiny, Plotly Dash etc)')""",float64,412,84.42344045368621,2
337,"""('P8_c_k ', 'Ferramentas de estatística avançada como SPSS, SAS, etc.')""",float64,412,84.42344045368621,2
338,"""('P8_c_l ', 'Não utilizo nenhuma dessas ferramentas no meu dia a dia.')""",float64,412,84.42344045368621,2
339,"""('P8_d ', 'Em qual das opções abaixo você gasta a maior parte do seu tempo no trabalho?')""",object,412,84.42344045368621,55
340,"""('P8_d_a ', 'Coletando e limpando os dados que uso para análise e modelagem.')""",float64,412,84.42344045368621,2
341,"""('P8_d_b ', 'Entrando em contato com os times de negócio para definição do problema, identificar a solução e apresentação de resultados.')""",float64,412,84.42344045368621,2
342,"""('P8_d_c ', 'Desenvolvendo modelos de Machine Learning com o objetivo de colocar em produção em sistemas (produtos de dados).')""",float64,412,84.42344045368621,2
343,"""('P8_d_d ', 'Colocando modelos em produção, criando os pipelines de dados, APIs de consumo e monitoramento.')""",float64,412,84.42344045368621,2
344,"""('P8_d_e ', 'Cuidando da manutenção de modelos de Machine Learning já em produção, atuando no monitoramento, ajustes e refatoração quando necessário.')""",float64,412,84.42344045368621,2
345,"""('P8_d_f ', 'Realizando construções de dashboards em ferramentas de BI como PowerBI, Tableau, Looker, Qlik, etc.')""",float64,412,84.42344045368621,2
346,"""('P8_d_g ', 'Criando e dando manutenção em ETLs, DAGs e automações de pipelines de dados.')""",float64,412,84.42344045368621,2
347,"""('P8_d_h ', 'Criando e gerenciando soluções de Feature Store e cultura de MLOps.')""",float64,412,84.42344045368621,2
348,"""('P8_d_i ', 'Criando e mantendo a infra que meus modelos e soluções rodam (clusters, servidores, API, containers, etc.)')""",float64,412,84.42344045368621,2
349,"""('P9_a ', 'Quais das iniciativas do Data Hackers que você já acessou/acompanhou?')""",object,2645,0.0,155
350,"""('P9_a_a ', 'Blog/Medium do Data Hackers')""",int64,2645,0.0,2
351,"""('P9_a_b ', 'Podcast do Data Hackers')""",int64,2645,0.0,2
352,"""('P9_a_d ', 'Newsletter Semanal')""",int64,2645,0.0,2
353,"""('P9_a_e ', 'Canal do Slack')""",int64,2645,0.0,2
354,"""('P9_a_f ', 'Canal do Youtube do Data Hackers')""",int64,2645,0.0,2
355,"""('P9_a_g ', 'Ainda não conhecia o Data Hackers')""",int64,2645,0.0,2
