position,source_column,dtype,non_null_count,missing_percentage,unique_count
34,'2.b_setor',object,3228,7.639484978540772,21
35,'2.c_numero_de_funcionarios',object,3228,7.639484978540772,9
36,'2.d_atua_como_gestor',float64,3228,7.639484978540772,2
37,'2.e_cargo_como_gestor',object,727,79.19885550786839,5
38,'2.f_cargo_atual',object,2501,28.44062947067239,15
39,'2.g_nivel',object,2501,28.44062947067239,4
40,'2.h_faixa_salarial',object,3228,7.639484978540772,14
41,'2.i_tempo_de_experiencia_em_dados',object,3228,7.639484978540772,7
42,'2.j_tempo_de_experiencia_em_ti',object,3228,7.639484978540772,7
43,'2.k_satisfeito_atualmente',float64,3228,7.639484978540772,2
44,'2.l.1_Remuneração/Salário',float64,1002,71.3304721030043,2
45,'2.l.2_Benefícios',float64,1002,71.3304721030043,2
46,'2.l.3_Propósito do trabalho e da empresa',float64,1002,71.3304721030043,2
47,'2.l.4_Flexibilidade de trabalho remoto',float64,1002,71.3304721030043,2
48,'2.l.5_Ambiente e clima de trabalho',float64,1002,71.3304721030043,2
49,'2.l.6_Oportunidade de aprendizado e trabalhar com referências',float64,1002,71.3304721030043,2
50,'2.l.7_Oportunidades de crescimento',float64,1002,71.3304721030043,2
51,'2.l.8_Maturidade da empresa em termos de tecnologia e dados',float64,1002,71.3304721030043,2
52,'2.l.9_Relação com os gestores e líderes',float64,1002,71.3304721030043,2
53,'2.l.10_Reputação que a empresa tem no mercado',float64,1002,71.3304721030043,2
54,'2.l.11_Gostaria de trabalhar em outra área',float64,1002,71.3304721030043,2
55,'2.l_motivo_insatisfacao',object,1002,71.3304721030043,352
56,'2.m_participou_de_entrevistas_ultimos_6m',object,3228,7.639484978540772,5
57,'2.n_planos_de_mudar_de_emprego_6m',object,3228,7.639484978540772,4
58,'2.o_criterios_para_escolha_de_emprego',object,3228,7.639484978540772,461
59,'2.o.1_Remuneração/Salário',float64,3228,7.639484978540772,2
60,'2.o.2_Benefícios',float64,3228,7.639484978540772,2
61,'2.o.3_Propósito do trabalho e da empresa',float64,3228,7.639484978540772,2
62,'2.o.4_Flexibilidade de trabalho remoto',float64,3228,7.639484978540772,2
63,'2.o.5_Ambiente e clima de trabalho',float64,3228,7.639484978540772,2
64,'2.o.6_Oportunidade de aprendizado e trabalhar com referências',float64,3228,7.639484978540772,2
65,'2.o.7_Plano de carreira e oportunidades de crescimento',float64,3228,7.639484978540772,2
66,'2.o.8_Maturidade da empresa em termos de tecnologia e dados',float64,3228,7.639484978540772,2
67,'2.o.9_Qualidade dos gestores e líderes',float64,3228,7.639484978540772,2
68,'2.o.10_Reputação que a empresa tem no mercado',float64,3228,7.639484978540772,2
69,'2.p_empresa_passou_por_layoff_em_2025',object,3228,7.639484978540772,3
70,'2.q_modelo_de_trabalho_atual',object,3228,7.639484978540772,4
71,'2.r_modelo_de_trabalho_ideal',object,3228,7.639484978540772,4
72,'2.s_atitude_em_caso_de_retorno_presencial',object,3228,7.639484978540772,3
73,'3.a_numero_de_pessoas_em_dados',object,652,81.3447782546495,8
74,'3.b_cargos_no_time_de_dados_da_empresa',object,599,82.86123032904149,449
75,'3.b.1_Analytics Engineer',float64,599,82.86123032904149,2
76,'3.b.2_Engenharia de Dados/Data Engineer',float64,599,82.86123032904149,2
77,'3.b.3_Analista de Dados/Data Analyst',float64,599,82.86123032904149,2
78,'3.b.4_Cientista de Dados/Data Scientist',float64,599,82.86123032904149,2
79,'3.b.5_Database Administrator/DBA',float64,599,82.86123032904149,2
80,'3.b.6_Analista de Business Intelligence/BI',float64,599,82.86123032904149,2
81,'3.b.7_Arquiteto de Dados/Data Architect',float64,599,82.86123032904149,2
82,'3.b.8_Data Product Manager/DPM',float64,599,82.86123032904149,2
83,'3.b.9_Business Analyst',float64,599,82.86123032904149,2
84,'3.b.10_ML Engineer/AI Engineer',float64,599,82.86123032904149,2
85,'3.c_responsabilidades_como_gestor',object,652,81.3447782546495,457
86,'3.c.1_Pensar na visão de longo prazo de dados',float64,652,81.3447782546495,2
87,'3.c.2_Organização de treinamentos e iniciativas',float64,652,81.3447782546495,2
88,"'3.c.3_Atração, seleção e contratação'",float64,652,81.3447782546495,2
89,'3.c.4_Decisão sobre contratação de ferramentas',float64,652,81.3447782546495,2
90,'3.c.5_gestor da equipe de engenharia de dados',float64,652,81.3447782546495,2
91,"'3.c.6_gestor da equipe de estudos, relatórios'",float64,652,81.3447782546495,2
92,'3.c.7_gestor da equipe de Inteligência Artificial e Machine Learning',float64,652,81.3447782546495,2
93,'3.c.8_Apesar de ser gestor ainda atuo na parte técnica',float64,652,81.3447782546495,2
94,'3.c.9_Gestão de projetos de dados',float64,652,81.3447782546495,2
95,'3.c.10_Gestão de produtos de dados',float64,652,81.3447782546495,2
96,'3.c.11_Gestão de pessoas',float64,652,81.3447782546495,2
97,'3.d_desafios_como_gestor',object,651,81.37339055793991,459
98,'3.d.1_Contratar talentos',float64,652,81.3447782546495,2
99,'3.d.2_Reter talentos',float64,652,81.3447782546495,2
100,'3.d.3_Convencer a empresa a aumentar investimentos',float64,652,81.3447782546495,2
101,'3.d.4_Gestão de equipes no ambiente remoto',float64,652,81.3447782546495,2
102,'3.d.5_Gestão de projetos envolvendo áreas multidisciplinares',float64,652,81.3447782546495,2
103,'3.d.6_Organizar as informações com qualidade e confiabilidade',float64,652,81.3447782546495,2
104,'3.d.7_Processar e armazenar um alto volume de dados',float64,652,81.3447782546495,2
105,'3.d.8_Gerar valor para as áreas de negócios',float64,652,81.3447782546495,2
106,'3.d.9_Desenvolver e manter modelos Machine Learning em produção',float64,652,81.3447782546495,2
107,'3.d.10_Gerenciar a expectativa das áreas',float64,652,81.3447782546495,2
108,'3.d.11_Garantir a manutenção dos projetos e modelos em produção',float64,652,81.3447782546495,2
109,'3.d.12_Conseguir levar inovação para a empresa',float64,652,81.3447782546495,2
110,'3.d.13_Garantir (ROI) em projetos de dados',float64,652,81.3447782546495,2
111,'3.d.14_Dividir o tempo entre entregas técnicas e gestão',float64,652,81.3447782546495,2
112,'3.e_ai_generativa_e_llm_é_uma_prioridade?',object,652,81.3447782546495,5
113,'3.f_tipo_de_uso_de_ai_generativa_e_llm_na_empresa',object,616,82.37482117310444,129
114,'3.f.1 Colaboradores usando AI generativa de forma independente e descentralizada',float64,616,82.37482117310444,2
115,'3.f.2 Direcionamento centralizado do uso de AI generativa',float64,616,82.37482117310444,2
116,'3.f.3 Desenvolvedores utilizando Copilots',float64,616,82.37482117310444,2
117,'3.f.4 AI Generativa e LLMs para melhorar produtos externos para os clientes finais',float64,616,82.37482117310444,2
118,'3.f.5 AI Generativa e LLMs para melhorar produtos internos para os colaboradores',float64,616,82.37482117310444,2
119,'3.f.6 IA Generativa e LLMs como principal frente do negócio',float64,616,82.37482117310444,2
120,'3.f.7 IA Generativa e LLMs não é prioridade',float64,616,82.37482117310444,2
121,'3.f.8 Não sei opinar sobre o uso de IA Generativa e LLMs na empresa',float64,616,82.37482117310444,2
122,'3.g_empresa_está_conseguindo_ter_bons_resultados_com_llms',object,646,81.51645207439199,5
123,'3.h_motivos_para_não_usar_ai_generativa_e_llm',object,587,83.20457796852648,201
124,'3.h.1 Falta de compreensão dos casos de uso',float64,587,83.20457796852648,2
125,'3.h.2 Falta de confiabilidade das saídas (alucinação dos modelos)',float64,587,83.20457796852648,2
126,'3.h.3 Incerteza em relação a regulamentação',float64,587,83.20457796852648,2
127,'3.h.4 Preocupações com segurança e privacidade de dados',float64,587,83.20457796852648,2
128,'3.h.5 Retorno sobre investimento (ROI) não comprovado de IA Generativa',float64,587,83.20457796852648,2
129,'3.h.6 Dados da empresa não estão prontos para uso de IA Generativa',float64,587,83.20457796852648,2
130,'3.h.7 Falta de expertise ou falta de recursos',float64,587,83.20457796852648,2
131,'3.h.8 Alta direção da empresa não vê valor ou não vê como prioridade',float64,587,83.20457796852648,2
132,'3.h.9 Preocupações com propriedade intelectual',float64,587,83.20457796852648,2
133,'4.a.1_atuacao_em_dados',object,3495,0.0,5
134,'4.a_funcao_de_atuacao',object,2247,35.708154506437765,5
135,'4.b_fontes_de_dados_(dia_a_dia)',object,2106,39.742489270386265,361
136,'4.b.1_Dados relacionais (estruturados em bancos SQL)',float64,2106,39.742489270386265,2
137,'4.b.2_Dados armazenados em bancos NoSQL',float64,2106,39.742489270386265,2
138,'4.b.3_Imagens',float64,2106,39.742489270386265,2
139,'4.b.4_Textos/Documentos',float64,2106,39.742489270386265,2
140,'4.b.5_Vídeos',float64,2106,39.742489270386265,2
141,'4.b.6_Áudios',float64,2106,39.742489270386265,2
142,'4.b.7_Planilhas',float64,2106,39.742489270386265,2
143,'4.b.8_Dados georeferenciados',float64,2106,39.742489270386265,2
144,'4.c_linguagem_preferida',object,2096,40.028612303290416,137
145,'4.c.1_SQL',float64,2096,40.028612303290416,2
146,'4.c.2_R',float64,2096,40.028612303290416,2
147,'4.c.3_Python',float64,2096,40.028612303290416,2
148,'4.c.4_C/C++/C#',float64,2096,40.028612303290416,2
149,'4.c.5_Julia',float64,2096,40.028612303290416,2
150,'4.c.6_Visual Basic/VBA',float64,2096,40.028612303290416,2
151,'4.c.7_Scala',float64,2096,40.028612303290416,2
152,'4.c.8_DAX',float64,2096,40.028612303290416,2
153,'4.c.9_Rust',float64,2096,40.028612303290416,2
154,'4.c.10_Não utilizo nenhuma das linguagens listadas',float64,2096,40.028612303290416,1
155,'4.d_banco_de_dados_(dia_a_dia)',object,2096,40.028612303290416,1216
156,'4.d.1_MySQL',float64,2096,40.028612303290416,2
157,'4.d.2_Oracle',float64,2096,40.028612303290416,2
158,'4.d.3_SQL SERVER',float64,2096,40.028612303290416,2
159,'4.d.4_Amazon Aurora ou RDS',float64,2096,40.028612303290416,2
160,'4.d.5_DynamoDB',float64,2096,40.028612303290416,2
161,'4.d.6_CoachDB',float64,2096,40.028612303290416,2
162,'4.d.7_Cassandra',float64,2096,40.028612303290416,2
163,'4.d.8_MongoDB',float64,2096,40.028612303290416,2
164,'4.d.9_MariaDB',float64,2096,40.028612303290416,2
165,'4.d.10_Datomic',float64,2096,40.028612303290416,2
166,'4.d.11_S3',float64,2096,40.028612303290416,2
167,'4.d.12_PostgreSQL',float64,2096,40.028612303290416,2
168,'4.d.13_ElasticSearch',float64,2096,40.028612303290416,2
169,'4.d.14_DB2',float64,2096,40.028612303290416,2
170,'4.d.15_Microsoft Access',float64,2096,40.028612303290416,2
171,'4.d.16_SQLite',float64,2096,40.028612303290416,2
172,'4.d.17_Sybase',float64,2096,40.028612303290416,2
173,'4.d.18_Firebase',float64,2096,40.028612303290416,2
174,'4.d.19_Vertica',float64,2096,40.028612303290416,2
175,'4.d.20_Redis',float64,2096,40.028612303290416,2
176,'4.d.21_Neo4J',float64,2096,40.028612303290416,2
177,'4.d.22_Google BigQuery',float64,2096,40.028612303290416,2
178,'4.d.23_Google Firestore',float64,2096,40.028612303290416,2
179,'4.d.24_Amazon Redshift',float64,2096,40.028612303290416,2
180,'4.d.25_Amazon Athena',float64,2096,40.028612303290416,2
181,'4.d.26_Snowflake',float64,2096,40.028612303290416,2
182,'4.d.27_Databricks',float64,2096,40.028612303290416,2
183,'4.d.28_HBase',float64,2096,40.028612303290416,2
184,'4.d.29_Presto',float64,2096,40.028612303290416,2
185,'4.d.30_Splunk',float64,2096,40.028612303290416,2
186,'4.d.31_SAP HANA',float64,2096,40.028612303290416,2
187,'4.d.32_Hive',float64,2096,40.028612303290416,2
188,'4.d.33_Firebird',float64,2096,40.028612303290416,2
189,'4.e_cloud_(dia_a_dia)',object,2096,40.028612303290416,177
190,'4.e.1_Amazon Web Services (AWS)',float64,2096,40.028612303290416,2
191,'4.e.2_Google Cloud (GCP)',float64,2096,40.028612303290416,2
192,'4.e.3_Azure (Microsoft)',float64,2096,40.028612303290416,2
193,'4.e.4_Oracle Cloud',float64,2096,40.028612303290416,2
194,'4.e.5_IBM',float64,2096,40.028612303290416,2
195,'4.e.6_Servidores On Premise/Não utilizamos Cloud',float64,2096,40.028612303290416,2
196,'4.e.7_Cloud Própria',float64,2096,40.028612303290416,2
197,'4.f_cloud_preferida',object,2096,40.028612303290416,11
198,'4.g_ferramenta_de_bi_(dia_a_dia)',object,2106,39.742489270386265,454
199,'4.g.1_Microsoft PowerBI',float64,2106,39.742489270386265,2
200,'4.g.2_Qlik View/Qlik Sense',float64,2106,39.742489270386265,2
201,'4.g.3_Tableau',float64,2106,39.742489270386265,2
202,'4.g.4_Metabase',float64,2106,39.742489270386265,2
203,'4.g.5_Superset',float64,2106,39.742489270386265,2
204,'4.g.6_Redash',float64,2106,39.742489270386265,2
205,'4.g.7_Looker',float64,2106,39.742489270386265,2
206,'4.g.8_Looker Studio(Google Data Studio)',float64,2106,39.742489270386265,2
207,'4.g.9_Amazon Quicksight',float64,2106,39.742489270386265,2
208,'4.g.10_Alteryx',float64,2106,39.742489270386265,2
209,'4.g.11_SAP Business Objects/SAP Analytics',float64,2106,39.742489270386265,2
210,'4.g.12_Oracle Business Intelligence',float64,2106,39.742489270386265,2
211,'4.g.13_Salesforce/Einstein Analytics',float64,2106,39.742489270386265,2
212,'4.g.14_SAS Visual Analytics',float64,2106,39.742489270386265,2
213,'4.g.15_Grafana',float64,2106,39.742489270386265,2
214,'4.g.16_Pentaho',float64,2106,39.742489270386265,2
215,'4.g.17_Fazemos todas as análises utilizando apenas Excel ou planilhas do google',float64,2106,39.742489270386265,2
216,'4.g.18_Não utilizo nenhuma ferramenta de BI no trabalho',float64,2106,39.742489270386265,2
217,'4.h_ferramenta_de_bi_preferida',object,1866,46.60944206008584,29
218,'4.i_tipo_de_uso_de_ai_generativa_e_llm_na_empresa',object,2106,39.742489270386265,248
219,'4.i.1 Colaboradores usando AI generativa de forma independente e descentralizada',float64,2106,39.742489270386265,2
220,'4.i.2 Direcionamento centralizado do uso de AI generativa',float64,2106,39.742489270386265,2
221,'4.i.3 Desenvolvedores utilizando Copilots',float64,2106,39.742489270386265,2
222,'4.i.4 AI Generativa e LLMs para melhorar produtos externos para os clientes finais',float64,2106,39.742489270386265,2
223,'4.i.5 AI Generativa e LLMs para melhorar produtos internos para os colaboradores',float64,2106,39.742489270386265,2
224,'4.i.6 IA Generativa e LLMs como principal frente do negócio',float64,2106,39.742489270386265,2
225,'4.i.7 IA Generativa e LLMs não é prioridade',float64,2106,39.742489270386265,2
226,'4.i.8 Não sei opinar sobre o uso de IA Generativa e LLMs na empresa',float64,2106,39.742489270386265,2
227,'4.j_usa_chatgpt_ou_copilot_no_trabalho?',object,2106,39.742489270386265,20
228,'4.j.1 Não uso soluções de AI Generativa com foco em produtividade',float64,2106,39.742489270386265,2
229,'4.j.2 Uso soluções gratuitas de AI Generativa com foco em produtividade',float64,2106,39.742489270386265,2
230,'4.j.3 Uso e pago pelas soluções de AI Generativa com foco em produtividade',float64,2106,39.742489270386265,2
231,'4.j.4 A empresa que trabalho paga pelas soluções de AI Generativa com foco em produtividade',float64,2106,39.742489270386265,2
232,'4.j.5 Uso soluções do tipo Copilot',float64,2106,39.742489270386265,2
233,'5.a_objetivo_na_area_de_dados',object,414,88.15450643776825,36
234,'5.b_oportunidade_buscada',object,183,94.76394849785407,11
235,'5.c_tempo_em_busca_de_oportunidade',object,192,94.50643776824035,4
236,'5.d_experiencia_em_processos_seletivos',object,187,94.64949928469241,8
237,'6.a_rotina_como_de',object,566,83.80543633762518,227
238,"'6.a.1_Desenvolvo pipelines de dados utilizando linguagens de programação como Python, Scala, Java etc.'",float64,566,83.80543633762518,2
239,"""6.a.2_Realizo construções de ETL's em ferramentas como Pentaho, Talend, Dataflow etc.""",float64,566,83.80543633762518,2
240,'6.a.3_Crio consultas através da linguagem SQL para exportar informações e compartilhar com as áreas de negócio.',float64,566,83.80543633762518,2
241,"'6.a.4_Atuo na integração de diferentes fontes de dados através de plataformas proprietárias como Stitch Data, Fivetran etc.'",float64,566,83.80543633762518,2
242,"'6.a.5_Modelo soluções de arquitetura de dados, criando componentes de ingestão de dados, transformação e recuperação da informação.'",float64,566,83.80543633762518,2
243,'6.a.6_Desenvolvo/cuido da manutenção de repositórios de dados baseados em streaming de eventos como Data Lakes e Data Lakehouses.',float64,566,83.80543633762518,2
244,"'6.a.7_Atuo na modelagem dos dados, com o objetivo de criar conjuntos de dados como Data Warehouses, Data Marts, Datasets etc.'",float64,566,83.80543633762518,2
245,"'6.a.8_Cuido da qualidade dos dados, metadados e dicionário de dados.'",float64,566,83.80543633762518,2
246,'6.a.9_Nenhuma das opções listadas refletem meu dia a dia.',float64,566,83.80543633762518,2
247,'6.b_ferramentas_etl_de',object,566,83.80543633762518,255
248,'6.b.1_Scripts Python',float64,566,83.80543633762518,2
249,'6.b.2_SQL & Stored Procedures',float64,566,83.80543633762518,2
250,'6.b.3_Apache Airflow',float64,566,83.80543633762518,2
251,'6.b.4_Apache NiFi',float64,566,83.80543633762518,2
252,'6.b.5_Luigi',float64,566,83.80543633762518,1
253,'6.b.6_AWS Glue',float64,566,83.80543633762518,2
254,'6.b.7_Talend',float64,566,83.80543633762518,2
255,'6.b.8_Pentaho',float64,566,83.80543633762518,2
256,'6.b.9_Alteryx',float64,566,83.80543633762518,2
257,'6.b.10_Stitch',float64,566,83.80543633762518,2
258,'6.b.11_Fivetran',float64,566,83.80543633762518,2
259,'6.b.12_Google Dataflow',float64,566,83.80543633762518,2
260,'6.b.13_Oracle Data Integrator',float64,566,83.80543633762518,2
261,'6.b.14_IBM DataStage',float64,566,83.80543633762518,2
262,'6.b.15_SAP BW ETL',float64,566,83.80543633762518,2
263,'6.b.16_SQL Server Integration Services (SSIS)',float64,566,83.80543633762518,2
264,'6.b.17_SAS Data Integration',float64,566,83.80543633762518,2
265,'6.b.18_Qlik Sense',float64,566,83.80543633762518,2
266,'6.b.19_Knime',float64,566,83.80543633762518,2
267,'6.b.20_Databricks',float64,566,83.80543633762518,2
268,'6.b.21_Não utilizo ferramentas de ETL',float64,566,83.80543633762518,2
269,'6.c_possui_data_lake',float64,563,83.89127324749643,2
270,'6.d_tecnologia_data_lake',object,415,88.12589413447782,7
271,'6.e_possui_data_warehouse',float64,546,84.37768240343347,2
272,'6.f_tecnologia_data_warehouse',object,420,87.98283261802575,10
273,'6.g_ferramentas_de_qualidade_de_dados_(dia_a_dia)',object,534,84.72103004291846,12
274,"'6.h.1_Desenvolvendo pipelines de dados utilizando linguagens de programação como Python, Scala, Java etc.'",float64,566,83.80543633762518,2
275,"'6.h.2_Realizando construções de ETL\\s em ferramentas como Pentaho, Talend, Dataflow etc.'",float64,566,83.80543633762518,2
276,'6.h.3_Criando consultas através da linguagem SQL para exportar informações e compartilhar com as áreas de negócio.',float64,566,83.80543633762518,2
277,"'6.h.4_Atuando na integração de diferentes fontes de dados através de plataformas proprietárias como Stitch Data, Fivetran etc.'",float64,566,83.80543633762518,2
278,"'6.h.5_Modelando soluções de arquitetura de dados, criando componentes de ingestão de dados, transformação e recuperação da informação.'",float64,566,83.80543633762518,2
279,'6.h.6_Desenvolvendo/cuidando da manutenção de repositórios de dados baseados em streaming de eventos como Data Lakes e Data Lakehouses.',float64,566,83.80543633762518,2
280,"'6.h.7_Atuando na modelagem dos dados, com o objetivo de criar conjuntos de dados como Data Warehouses, Data Marts, Datasets etc.'",float64,566,83.80543633762518,2
281,"'6.h.8_Cuidando da qualidade dos dados, metadados e dicionário de dados.'",float64,566,83.80543633762518,2
282,'6.h.9_Nenhuma das opções listadas refletem meu dia a dia.',float64,566,83.80543633762518,2
283,'6.h_maior_tempo_gasto_como_de',object,566,83.80543633762518,55
284,"'7.a.1_Processo e analiso dados utilizando linguagens de programação como Python, R etc.'",float64,929,73.41917024320458,2
285,"'7.a.2_Realizo construções de dashboards em ferramentas de BI como PowerBI, Tableau, Looker, Qlik etc.'",float64,929,73.41917024320458,2
286,'7.a.3_Crio consultas através da linguagem SQL para exportar informações e compartilhar com as áreas de negócio.',float64,929,73.41917024320458,2
287,'7.a.4_Utilizo API\\s para extrair dados e complementar minhas análises.',float64,929,73.41917024320458,2
288,"'7.a.5_Realizo experimentos e estudos utilizando metodologias estatísticas como teste de hipótese, modelos de regressão etc.'",float64,929,73.41917024320458,2
289,"'7.a.6_Desenvolvo/cuido da manutenção de ETL\\s utilizando tecnologias como Talend, Pentaho, Airflow, Dataflow etc.'",float64,929,73.41917024320458,2
290,"'7.a.7_Atuo na modelagem dos dados, com o objetivo de criar conjuntos de dados como Data Warehouses, Data Marts etc.'",float64,929,73.41917024320458,2
291,'7.a.8_Desenvolvo/cuido da manutenção de planilhas para atender as áreas de negócio.',float64,929,73.41917024320458,2
292,"'7.a.9_Utilizo ferramentas avançadas de estatística como SAS, SPSS, Stata etc, para realizar análises de dados.'",float64,929,73.41917024320458,2
293,'7.a.10_Nenhuma das opções listadas refletem meu dia a dia.',float64,929,73.41917024320458,2
294,'7.a_rotina_como_da',object,929,73.41917024320458,301
295,'7.b.1_Scripts Python',float64,929,73.41917024320458,2
296,'7.b.2_SQL & Stored Procedures',float64,929,73.41917024320458,2
297,'7.b.3_Apache Airflow',float64,929,73.41917024320458,2
298,'7.b.4_Apache NiFi',float64,929,73.41917024320458,2
299,'7.b.5_Luigi',float64,929,73.41917024320458,1
300,'7.b.6_AWS Glue',float64,929,73.41917024320458,2
301,'7.b.7_Talend',float64,929,73.41917024320458,2
302,'7.b.8_Pentaho',float64,929,73.41917024320458,2
303,'7.b.9_Alteryx',float64,929,73.41917024320458,2
304,'7.b.10_Stitch',float64,929,73.41917024320458,2
305,'7.b.11_Fivetran',float64,929,73.41917024320458,2
306,'7.b.12_Google Dataflow',float64,929,73.41917024320458,2
307,'7.b.13_Oracle Data Integrator',float64,929,73.41917024320458,2
308,'7.b.14_IBM DataStage',float64,929,73.41917024320458,2
309,'7.b.15_SAP BW ETL',float64,929,73.41917024320458,2
310,'7.b.16_SQL Server Integration Services (SSIS)',float64,929,73.41917024320458,2
311,'7.b.17_SAS Data Integration',float64,929,73.41917024320458,2
312,'7.b.18_Qlik Sense',float64,929,73.41917024320458,2
313,'7.b.19_Knime',float64,929,73.41917024320458,2
314,'7.b.20_Databricks',float64,929,73.41917024320458,2
315,'7.b.21_Não utilizo ferramentas de ETL',float64,929,73.41917024320458,2
316,'7.b_ferramentas_etl_da',object,929,73.41917024320458,230
317,"'7.c.1_Ferramentas de AutoML como H2O.ai, Data Robot, BigML etc.'",float64,929,73.41917024320458,2
318,"'7.c.2_""Point and Click"" Analytics como Alteryx, Knime, Rapidminer etc.'",float64,929,73.41917024320458,2
319,"'7.c.3_Product metricts & Insights como Mixpanel, Amplitude, Adobe Analytics.'",float64,929,73.41917024320458,2
320,'7.c.4_Ferramentas de análise dentro de ferramentas de CRM como Salesforce Einstein Anaytics ou Zendesk dashboards.',float64,929,73.41917024320458,2
321,'7.c.5_Minha empresa não utiliza essas ferramentas.',float64,929,73.41917024320458,2
322,'7.c.6_Não sei informar.',float64,929,73.41917024320458,2
323,'7.c_ferramentas_autonomia_area_de_negocios',object,929,73.41917024320458,25
324,"'7.d.1_Processando e analisando dados utilizando linguagens de programação como Python, R etc.'",float64,929,73.41917024320458,2
325,"'7.d.2_Realizando construções de dashboards em ferramentas de BI como PowerBI, Tableau, Looker, Qlik etc.'",float64,929,73.41917024320458,2
326,'7.d.3_Criando consultas através da linguagem SQL para exportar informações e compartilhar com as áreas de negócio.',float64,929,73.41917024320458,2
327,"""7.d.4_Utilizando API's para extrair dados e complementar minhas análises.""",float64,929,73.41917024320458,2
328,"'7.d.5_Realizando experimentos e estudos utilizando metodologias estatísticas como teste de hipótese, modelos de regressão etc.'",float64,929,73.41917024320458,2
329,"""7.d.6_Desenvolvendo/cuidando da manutenção de ETL's utilizando tecnologias como Talend, Pentaho, Airflow, Dataflow etc.""",float64,929,73.41917024320458,2
330,"'7.d.7_Atuando na modelagem dos dados, com o objetivo de criar conjuntos de dados como Data Warehouses, Data Marts, Datasets etc.'",float64,929,73.41917024320458,2
331,'7.d.8_Desenvolvendo/cuidando da manutenção de planilhas para atender as áreas de negócio.',float64,929,73.41917024320458,2
332,"'7.d.9_Utilizando ferramentas avançadas de estatística como SAS, SPSS, Stata etc, para realizar análises de dados.'",float64,929,73.41917024320458,2
333,'7.d.10_Nenhuma das opções listadas refletem meu dia a dia.',float64,929,73.41917024320458,2
334,'7.d_maior_tempo_gasto_como_da',object,929,73.41917024320458,68
335,"'8.a.1_Estudos Ad-hoc com o objetivo de confirmar hipóteses, realizar modelos preditivos, forecasts, análise de cluster para resolver problemas pontuais e responder perguntas das áreas de negócio.'",float64,490,85.97997138769671,2
336,'8.a.2_Sou responsável pela coleta e limpeza dos dados que uso para análise e modelagem.',float64,490,85.97997138769671,2
337,"'8.a.3_Sou responsável por entrar em contato com os times de negócio para definição do problema, identificar a solução e apresentação de resultados.'",float64,490,85.97997138769671,2
338,'8.a.4_Desenvolvo modelos de Machine Learning com o objetivo de colocar em produção em sistemas (produtos de dados).',float64,490,85.97997138769671,2
339,"'8.a.5_Sou responsável por colocar modelos em produção, criar os pipelines de dados, APIs de consumo e monitoramento.'",float64,490,85.97997138769671,2
340,"'8.a.6_Cuido da manutenção de modelos de Machine Learning já em produção, atuando no monitoramento, ajustes e refatoração quando necessário.'",float64,490,85.97997138769671,2
