position,source_column,dtype,non_null_count,missing_percentage,unique_count
341,"'8.a.7_Realizo construções de dashboards em ferramentas de BI como PowerBI, Tableau, Looker, Qlik, etc'",float64,490,85.97997138769671,2
342,"'8.a.8_Utilizo ferramentas avançadas de estatística como SAS, SPSS, Stata etc, para realizar análises.'",float64,490,85.97997138769671,2
343,"'8.a.9_Crio e dou manutenção em ETLs, DAGs e automações de pipelines de dados.'",float64,490,85.97997138769671,2
344,'8.a.10_Crio e gerencio soluções de Feature Store e cultura de MLOps.',float64,490,85.97997138769671,2
345,"'8.a.11_Sou responsável por criar e manter a infra que meus modelos e soluções rodam (clusters, servidores, API, containers, etc.)'",float64,490,85.97997138769671,2
346,"""8.a.12_Treino e aplico LLM's para solucionar problemas de negócio.""",float64,490,85.97997138769671,1
347,'8.a_rotina_como_ds',object,490,85.97997138769671,347
348,"'8.b.1_Utilizo modelos de regressão (linear, logística, GLM).'",float64,490,85.97997138769671,2
349,'8.b.2_Utilizo redes neurais ou modelos baseados em árvore para criar modelos de classificação.',float64,490,85.97997138769671,2
350,'8.b.3_Desenvolvo sistemas de recomendação (RecSys).',float64,490,85.97997138769671,2
351,'8.b.4_Utilizo métodos estatísticos Bayesianos para analisar dados.',float64,490,85.97997138769671,2
352,'8.b.5_Utilizo técnicas de NLP (Natural Language Processing) para análisar dados não-estruturados.',float64,490,85.97997138769671,2
353,"'8.b.6_Utilizo métodos estatísticos clássicos (Testes de hipótese, análise multivariada, sobrevivência, dados longitudinais, inferência estatistica) para analisar dados.'",float64,490,85.97997138769671,2
354,'8.b.7_Utilizo cadeias de Markov ou HMM\\s para realizar análises de dados.',float64,490,85.97997138769671,2
355,"'8.b.8_Desenvolvo técnicas de Clusterização (K-means, Spectral, DBScan etc).'",float64,490,85.97997138769671,2
356,'8.b.9_Realizo previsões através de modelos de Séries Temporais (Time Series).',float64,490,85.97997138769671,2
357,'8.b.10_Utilizo modelos de Reinforcement Learning (aprendizado por reforço).',float64,490,85.97997138769671,2
358,'8.b.11_Utilizo modelos de Machine Learning para detecção de fraude.',float64,490,85.97997138769671,2
359,'8.b.12_Utilizo métodos de Visão Computacional.',float64,490,85.97997138769671,2
360,'8.b.13_Utilizo modelos de Detecção de Churn.',float64,490,85.97997138769671,2
361,"""8.b.14_Utilizo LLM's para solucionar problemas de negócio.""",float64,490,85.97997138769671,2
362,'8.b_tecnicas_e_metodos_ds',object,490,85.97997138769671,344
363,"'8.c.1_Ferramentas de BI (PowerBI, Looker, Tableau, Qlik etc).'",float64,490,85.97997138769671,2
364,"'8.c.2_Planilhas (Excel, Google Sheets etc).'",float64,490,85.97997138769671,2
365,"'8.c.3_Ambientes de desenvolvimento local (R-studio, JupyterLab, Anaconda).'",float64,490,85.97997138769671,2
366,"'8.c.4_Ambientes de desenvolvimento na nuvem (Google Colab, AWS Sagemaker, Kaggle Notebooks etc).'",float64,490,85.97997138769671,2
367,"'8.c.5_Ferramentas de AutoML (Datarobot, H2O, Auto-Keras etc).'",float64,490,85.97997138769671,2
368,"'8.c.6_Ferramentas de ETL (Apache Airflow, NiFi, Stitch, Fivetran, Pentaho etc).'",float64,490,85.97997138769671,2
369,"'8.c.7_Plataformas de Machine Learning (TensorFlow, Azure Machine Learning, Kubeflow etc).'",float64,490,85.97997138769671,2
370,"'8.c.8_Feature Store (Feast, Hopsworks, AWS Feature Store, Databricks Feature Store etc).'",float64,490,85.97997138769671,2
371,"'8.c.9_Sistemas de controle de versão (Github, DVC, Neptune, Gitlab etc).'",float64,490,85.97997138769671,2
372,"'8.c.10_Plataformas de Data Apps (Streamlit, Shiny, Plotly Dash etc).'",float64,490,85.97997138769671,2
373,"'8.c.11_Ferramentas de estatística avançada como SPSS, SAS, etc.'",float64,490,85.97997138769671,2
374,'8.c_tecnologias_ds',object,490,85.97997138769671,302
375,"'8.d.1_Estudos Ad-hoc com o objetivo de confirmar hipóteses, realizar modelos preditivos, forecasts, análise de cluster para resolver problemas pontuais e responder perguntas das áreas de negócio.'",float64,490,85.97997138769671,2
376,'8.d.2_Coletando e limpando dos dados que uso para análise e modelagem.',float64,490,85.97997138769671,2
377,"'8.d.3_Entrando em contato com os times de negócio para definição do problema, identificar a solução e apresentação de resultados.'",float64,490,85.97997138769671,2
378,'8.d.4_Desenvolvendo modelos de Machine Learning com o objetivo de colocar em produção em sistemas (produtos de dados).',float64,490,85.97997138769671,2
379,"'8.d.5_Colocando modelos em produção, criando os pipelines de dados, APIs de consumo e monitoramento.'",float64,490,85.97997138769671,2
380,"'8.d.6_Cuidando da manutenção de modelos de Machine Learning já em produção, atuando no monitoramento, ajustes e refatoração quando necessário.'",float64,490,85.97997138769671,2
381,"'8.d.7_Realizando construções de dashboards em ferramentas de BI como PowerBI, Tableau, Looker, Qlik, etc.'",float64,490,85.97997138769671,2
382,"'8.d.8_Utilizando ferramentas avançadas de estatística como SAS, SPSS, Stata etc, para realizar análises.'",float64,490,85.97997138769671,2
383,"'8.d.9_Criando e dando manutenção em ETLs, DAGs e automações de pipelines de dados.'",float64,490,85.97997138769671,2
384,'8.d.10_Criando e gerenciando soluções de Feature Store e cultura de MLOps.',float64,490,85.97997138769671,2
385,"'8.d.11_Criando e mantendo a infra que meus modelos e soluções rodam (clusters, servidores, API, containers, etc.)'",float64,490,85.97997138769671,2
386,"""8.d.12_Treinando e aplicando LLM's para solucionar problemas de negócio.""",float64,490,85.97997138769671,2
387,'8.d_maior_tempo_gasto_como_ds',object,490,85.97997138769671,77
